planet;column;Q1;Q3;IQR;lower_bound;upper_bound;outliers_count
Pluto;Neptune_x_effect_end_km_s2;-1.2366881093335753e-16;-1.1508440654615811e-16;8.584404387199418e-18;-1.3654541751415666e-16;-1.0220779996535899e-16;0
Pluto;Pluto_x_effect_end_km_s2;-3.254945434791871e-12;-3.0858680165543217e-12;1.6907741823754934e-13;-3.5085615621481952e-12;-2.832251889197998e-12;0
Pluto;Sun_y_effect_end_km_s2;-8.687238243356187e-13;-8.263556085653074e-13;4.236821577031129e-14;-9.322761479910856e-13;-7.628032849098404e-13;0
Pluto;mercury_y_effect_end_km_s2;-9.078669535530252e-14;-8.894969340883797e-14;1.8370019464645464e-15;-9.354219827499933e-14;-8.619419048914114e-14;0
Pluto;Venus_y_effect_end_km_s2;-2.562425970364461e-13;-2.5367145698697734e-13;2.571140049468753e-15;-2.600993071106492e-13;-2.498147469127742e-13;0
Pluto;Earth_y_effect_end_km_s2;0.0;0.0;0.0;0.0;0.0;0
Pluto;Mars_y_effect_end_km_s2;-4.878688867688236e-10;-4.761020841000775e-10;1.1766802668746113e-11;-5.055190907719427e-10;-4.584518800969583e-10;0
Pluto;Moon_y_effect_end_km_s2;-1.2116218162577948e-15;-1.147915301647842e-15;6.37065146099527e-17;-1.3071815881727238e-15;-1.052355529732913e-15;0
Pluto;Jupiter_y_effect_end_km_s2;-1.5009268900964314e-15;-1.362691817569952e-15;1.3823507252647945e-16;-1.7082794988861506e-15;-1.1553392087802328e-15;0
Pluto;Saturn_y_effect_end_km_s2;-1.579192242691408e-16;-1.3746578872075674e-16;2.0453435548384068e-17;-1.8859937759171692e-16;-1.0678563539818064e-16;0
Pluto;Uranus_y_effect_end_km_s2;-1.8461028841973566e-17;-1.6757670980650655e-17;1.7033578613229107e-18;-2.1016065633957932e-17;-1.420263418866629e-17;0
Pluto;Neptune_y_effect_end_km_s2;-6.090166277336456e-13;-5.499036289568902e-13;5.911299877675533e-14;-6.976861258987786e-13;-4.612341307917573e-13;0
Pluto;Pluto_y_effect_end_km_s2;-8.906043721574416e-14;-8.821168452420512e-14;8.487526915390358e-16;-9.033356625305271e-14;-8.693855548689657e-14;0
Pluto;Sun_z_effect_end_km_s2;-7.943168014220745e-15;-7.801551031130306e-15;1.41616983090439e-16;-8.155593488856404e-15;-7.589125556494648e-15;0
Pluto;Mercury_z_effect_end_km_s2;-2.458163927825501e-14;-2.4062242401236897e-14;5.19396877018114e-16;-2.536073459378218e-14;-2.3283147085709726e-14;0
Rhea;tof_days_d;920.0;1049.362267442442;129.3622674424421;725.9565988363369;1243.4056686061053;0
Rhea;delta_v_km_s;21.500591164966078;23.581978599059255;2.081387434093177;18.378510013826315;26.704059750199022;0
Rhea;r1_x_geocentric_km;-5049.725153064675;1444.3833010185822;6494.108454083258;-14790.887834189562;11185.545982143469;0
Rhea;r1_y_geocentric_km;-2674.775360230959;5162.172999830894;7836.948360061853;-14430.197900323737;16917.595539923674;0
Rhea;r1_z_geocentric_km;-1596.6071021457092;4198.969885918682;5795.576988064391;-10289.972584242296;12892.335368015269;0
Rhea;orbit_altitude_km;1087.4021617556984;1637.3645801907494;549.962418435051;262.458534103122;2462.308207843326;0
Rhea;semi_major_axis_km;7465.538761755698;8015.501180190749;549.9624184350514;6640.595134103121;8840.444807843327;0
Rhea;eccentricity;0.0085382247272328;0.0656294213184596;0.0570911965912268;-0.0770985701596074;0.15126621620529979;0
Rhea;arg_periapsis_deg;152.31301657468117;275.50480722305684;123.19179064837567;-32.47466939788234;460.29249319562035;0
Rhea;raan_deg;74.83574488323707;232.15051962681267;157.31477474357558;-161.1364172321263;468.12268174217604;0
Rhea;inclination_deg;37.77826428095987;139.484103078824;101.70583879786415;-114.78049391583636;292.0428612756202;0
Rhea;mean_anomaly_deg;131.0463296741046;230.0647722875736;99.01844261346898;-17.48133424609884;378.59243620777704;0
Rhea;eccentric_anomaly_deg;133.25237672546965;229.2624239487191;96.01004722324944;-10.76269410940452;373.2774947835933;0
Rhea;true_anomaly_deg;134.38666176951045;228.46483034133047;94.07816857182002;-6.730591088219569;369.5820831990605;0
Rhea;r1_x_km;-53910688.71786835;-53899070.84739383;11617.870474517345;-53928115.52358013;-53881644.04168206;49
Rhea;r1_y_km;-131053425.26637858;-131042305.37438908;11119.89198949933;-131070105.10436283;-131025625.53640483;49
Rhea;r1_z_km;-56785173.48820964;-56775614.24819171;9559.240017935634;-56799512.348236546;-56761275.3881648;49
Rhea;v1_x_km_s;27.43581717974856;27.43581717974856;0.0;27.43581717974856;27.43581717974856;49
Rhea;v1_y_km_s;-9.689545962096789;-9.689545962096789;0.0;-9.689545962096789;-9.689545962096789;49
Rhea;v1_z_km_s;-4.199978004424316;-4.199978004424316;0.0;-4.199978004424316;-4.199978004424316;49
Rhea;v1_magnitude_km_s;29.398149270146583;29.398149270146583;0.0;29.398149270146583;29.398149270146583;49
Rhea;r2_x_km;1191135027.4793391;1252733612.1283653;61598584.649026155;1098737150.5057998;1345131489.1019044;0
Rhea;r2_y_km;603772113.2329482;706465255.4528527;102693142.21990454;449732399.9030914;860504968.7827096;0
Rhea;r2_z_km;-60140114.651700005;-59475183.45191419;664931.1997858137;-61137511.451378725;-58477786.65223547;0
Rhea;v2_x_km_s;2.800528685166959;3.630596285843593;0.8300676006766339;1.5554272841520083;4.875697686858544;0
Rhea;v2_y_km_s;6.340996037907619;9.097942339047195;2.7569463011395765;2.205576586198254;13.233361790756561;0
